Customer Name,Customer_Address,Company Name,Claim Reason,Data confidentiality,Claim Amount,Category Premium,Premium Ratio,Claim Request output,BMI,Churn
Kristin Bray,"124 Julie Land Suite 709,North Jeffreychester, CA 82318",Nelson Inc,Medical,High,2050,14390,0.142460042,No,25,No
Jamie Romero,"53981 Brian Mills,West Ericatown, WA 38805",Armstrong LLC,Travel,Low,737,4794,0.153733834,No,26,No
Jeremiah Brown,"726 Sherry Divide,South Brittney, ND 18273","Marquez, Simpson and Garrett",Other,Very low,36,399,0.090225564,No,23,Yes
Christina Jones,"054 Frances Lights Suite 365,Port Jillfort, FL 34132","Weaver, Smith and Anderson",Medical,High,1640,14390,0.113968033,No,28,No
Laura Pratt,"543 Neal Summit Apt. 556,New Jeffreystad, OK 45513",Small and Sons,Medical,High,1676,14390,0.116469771,No,21,Yes
Micheal Chang Jr.,"85351 Ryan Land,West Michelle, MO 01246",Olson-Rogers,Medical,High,1631,14390,0.113342599,No,28,No
Sergio Dunn,"966 Charles Greens,West Ryan, OR 47985","Logan, Richardson and Vargas",Travel,Low,359,4794,0.074885273,No,18,Yes
Melissa Kent,"Unit 9410 Box 3148,DPO AP 07530",Wagner-Owens,Medical,High,1481,14390,0.102918694,No,24,Yes
Johnny Patterson,"5768 Jeanne Plain,Mcmillanborough, NE 41543","Gallagher, Walker and Hamilton",Travel,Low,450,4794,0.093867334,No,21,Yes
Scott Macdonald,"24694 Kristy Village Suite 384,Jamesfurt, KY 66422","Washington, Valenzuela and Campos",Medical,High,1837,14390,0.127658096,No,25,No
Brandon Rose,"04426 Alexis Bypass,North Christineland, SD 18503","Tucker, Young and Carey",Medical,High,2280,14390,0.158443363,No,25,No
Thomas Chung,"22615 Eduardo Squares,Gutierreztown, RI 76389",Williams-Chen,Medical,High,1687,14390,0.11723419,No,26,No
Jacob Thomas,"1469 Jones Road,New Larryside, WY 68079",Lopez LLC,Travel,Low,497,4794,0.103671256,No,26,No
Jonathan Garcia,"083 Peterson Roads,Maureenville, NV 83697","Green, Little and Park",Medical,High,1474,14390,0.102432245,No,27,No
Tanya Chandler,"3553 Melissa Lane,Davismouth, NC 72788",Neal-Gutierrez,Medical,High,1915,14390,0.133078527,No,26,No
Matthew Bailey,"9942 Carlson Port Apt. 859,East Candace, NJ 52083","Boyd, Jackson and Kelley",Phone,Medium,253,1875,0.134933333,No,20,Yes
Samantha Mullen,"8912 David Summit,Lewisborough, AZ 13343","Hawkins, Hawkins and Bird",Medical,High,1570,14390,0.109103544,No,28,No
Lisa Watkins,"938 Guzman Forks,West Jasmineville, MN 66916",Yates-Allen,Phone,Medium,202,1875,0.107733333,No,23,Yes
Jeremy Manning,"USCGC Fernandez,FPO AE 97162",Newman-Gibson,Medical,High,1398,14390,0.097150799,No,28,No
Kevin Mitchell,"283 Kennedy Vista Suite 100,Port Gregory, NH 80467","Smith, Johnson and Whitaker",Medical,High,2047,14390,0.142251564,No,24,Yes
Stephanie Mccall,"659 Ralph Shoals,Port Davidview, SD 61314",Shaw-Adkins,Medical,High,1536,14390,0.106740792,No,18,Yes
Lisa Anderson,"9843 Thornton Meadows Suite 941,North Jaredbury, IA 73094",Dixon LLC,Phone,Medium,235,1875,0.125333333,No,20,Yes
Kaylee Taylor,"24888 Nixon Haven,Myersmouth, NC 74009","Greene, Campos and Lewis",Medical,High,1657,14390,0.115149409,No,24,Yes
Daniel Wilson,"952 David Gateway Suite 076,Lake Ruben, WI 48981","Schwartz, Garcia and Mccall",Medical,High,2272,14390,0.157887422,No,23,Yes
Michael Vaughan,"700 Troy Glens,Patrickburgh, WV 30939",Alvarez Ltd,Medical,High,1866,14390,0.129673384,No,23,Yes
Brittany Farmer,"3007 Valdez Gardens,West Angelaland, FL 24113",Rivera-Simpson,Medical,High,2252,14390,0.156497568,No,25,No
Denise Brown,"76767 Barker Lights Apt. 330,West Brandi, KY 90255","Morse, Guzman and Hicks",Medical,High,1981,14390,0.137665045,No,26,No
Juan Potts,"1868 Thomas Row,Kyleland, GA 15928","Miller, Williams and Perry",Medical,High,1650,14390,0.11466296,No,22,Yes
Whitney Gutierrez,"103 Kelly Loop Apt. 765,Coleton, VA 56885","Kelley, Harris and Murphy",Medical,High,1595,14390,0.110840862,No,26,No
Cheryl Garcia,"67726 Morgan Land Suite 120,Port Michael, MA 10640",Summers and Sons,Travel,Low,888,4794,0.185231539,No,28,No
Melissa Vaughn,"1117 Hinton Prairie,New Crystalfort, NV 23685",Short Ltd,Medical,High,2010,14390,0.139680334,No,22,Yes
Diana Gutierrez,"2107 Estrada Track,South Vanessaport, SC 23627",Pittman-King,Other,Very low,92,399,0.230576441,No,28,No
Laura Garcia,"2474 Hannah Motorway Apt. 978,South Daniel, TN 47269","Thompson, Davis and Adams",Travel,Low,643,4794,0.134125991,No,24,Yes
Nicole Wright,"6039 Margaret Mountain,South Matthewchester, GA 85734","Alvarado, Burns and Obrien",Medical,High,2120,14390,0.147324531,No,25,No
Anthony Foster,"7316 Susan Freeway Apt. 955,Lake Alexandraton, OK 02200",Gregory-Kelly,Medical,High,1386,14390,0.096316887,No,20,Yes
Cameron Wood,"8908 Garcia Lakes Apt. 899,West Samuel, DE 31043","Alvarez, Schmidt and May",Medical,High,1759,14390,0.122237665,No,25,No
Alec Sweeney,"USS Santiago,FPO AE 91046",Lee PLC,Travel,Low,400,4794,0.08343763,No,27,No
Gwendolyn Fisher,"319 Linda Shoals Suite 105,Lake Timothy, WY 60867",Choi Ltd,Medical,High,1724,14390,0.11980542,No,20,Yes
Paul Marshall,"6319 Caitlin Gateway,North Steven, KS 03944",Montoya-Williams,Medical,High,1581,14390,0.109867964,No,28,No
Kristen Calhoun,"21156 Cynthia Spur Apt. 791,Jamesfurt, TN 18655",Mayo-Joseph,Medical,High,2136,14390,0.148436414,No,27,No
Peter Zimmerman,"8492 Brett View,Lewiston, NY 88129",Duke-Rangel,Phone,Medium,269,1875,0.143466667,No,26,No
Colleen Lawrence,"15310 Tanya Grove,Jamesbury, OR 65681","Jones, Long and Mcdonald",Medical,High,2020,14390,0.140375261,No,27,No
Deborah Huang,"626 Mays Lodge Apt. 623,Gwendolynville, OR 86075","King, Shaw and Hunter",Medical,High,1938,14390,0.134676859,No,24,Yes
Elizabeth Woodward,"52850 Jessica Lodge,East Christopherburgh, IN 12908",Chavez-Mason,Medical,High,1868,14390,0.12981237,No,27,No
Rodney Dougherty,"77366 Leonard Fort Suite 946,Smithside, TX 55248","Reyes, Mccoy and Lopez",Travel,Low,770,4794,0.160617438,No,24,Yes
Zachary Chang,"3696 Garcia Prairie Suite 215,Christinaport, WY 74770","Hull, Joseph and Diaz",Medical,High,2151,14390,0.149478805,No,25,No
Michael Martin,"3672 Winters Circle,West Tyler, IL 75926","Austin, Smith and Knox",Medical,High,1788,14390,0.124252953,No,25,No
Elizabeth Buckley,"1458 Scott Circles,New Carla, NY 48100",Jones LLC,Other,Very low,87,399,0.218045113,No,18,Yes
Christine Bowman,"55320 Stephanie Ford Suite 117,West Christinafort, KS 38897",Heath and Sons,Medical,High,1662,14390,0.115496873,No,24,Yes
Kenneth Nolan,"1617 Freeman Ferry Apt. 370,Mccormickland, KS 53547",Mcclure-Phillips,Medical,High,1695,14390,0.117790132,No,22,Yes
Justin Murray,"4644 Williams Villages Suite 590,New Stephenfort, AK 27850","Gonzalez, Mitchell and Cole",Medical,High,2261,14390,0.157123002,No,19,Yes
Erica Williams,"99258 Lewis Fort,Tracymouth, UT 51891",Leonard PLC,Medical,High,2287,14390,0.158929812,No,24,Yes
Benjamin Chavez,"68324 Castaneda Turnpike Suite 023,North Jamesport, IA 04358",Spencer Inc,Phone,Medium,268,1875,0.142933333,No,18,Yes
Mark Greer,"416 Lawson Fork,Robinsonview, MN 26121",Ewing-Allison,Medical,High,1862,14390,0.129395413,No,24,Yes
Michael Harvey,"696 Singleton Curve,Port Jerryshire, NV 17647","Hodge, Stone and Bell",Travel,Low,682,4794,0.14226116,No,20,Yes
Chad Wilson,"895 Reyes Green,Wesleybury, TN 67199","Giles, Mcgee and Mejia",Phone,Medium,263,1875,0.140266667,No,19,Yes
Mark Blevins,"PSC 5693, Box 6415,APO AE 87200",Baker LLC,Phone,Medium,231,1875,0.1232,No,20,Yes
Alexander Hughes,"71922 Williams Ford Apt. 125,Port Williamfort, NE 47756","Scott, Burns and Williams",Medical,High,1418,14390,0.098540653,No,18,Yes
James Ford,"USNS Perez,FPO AE 09175",Dominguez LLC,Medical,High,2091,14390,0.145309243,No,19,Yes
Connie Bailey,"43564 Kelsey Alley Suite 742,Chaseside, KS 96375",Schmidt-Martinez,Other,Very low,19,399,0.047619048,Yes,24,Yes
Aimee Warner,"15034 Yvette Plains,Hudsonfurt, NE 84879",Lowery PLC,Medical,High,1696,14390,0.117859625,No,26,No
Jesse Pena,"4574 Tanner Street,West Kendraberg, KS 07749","Silva, Casey and Haynes",Medical,High,1632,14390,0.113412092,No,20,Yes
Bryan Sawyer,"321 Caldwell Ports,Gabrielport, NM 81168",Monroe PLC,Medical,High,2022,14390,0.140514246,No,26,No
Michael Yu,"4061 Stone Street Suite 105,East Laura, AR 36834","Williams, Maldonado and Lynn",Medical,High,1408,14390,0.097845726,No,22,Yes
Karen Franco,"195 Johnson Turnpike,New Kevin, ND 99177",Stone-Coleman,Travel,Low,319,4794,0.06654151,No,18,Yes
Greg Garcia,"6330 Melissa Forges,Melissahaven, AZ 61369","Thompson, Barajas and Mayo",Phone,Medium,225,1875,0.12,No,18,Yes
Lisa Jackson,"263 Mary Oval Apt. 237,East Chris, NJ 13631",Thomas LLC,Phone,Medium,201,1875,0.1072,No,20,Yes
Carol Boyd,"43705 Robbins Rue Suite 006,Pamelaport, PA 42582","Barnes, Cook and Stone",Phone,Medium,214,1875,0.114133333,No,20,Yes
Allen Webster,"08260 John Club,New Victoriaville, WV 24831",Newman-Thompson,Other,Very low,23,399,0.05764411,Yes,20,Yes
April Crawford,"04409 Michelle Square,Richardburgh, OH 88226",Jacobs PLC,Medical,High,1823,14390,0.126685198,No,27,No
Charles Martin,"73426 Mary Grove Apt. 069,Kellichester, CT 10821","Duncan, Jones and Escobar",Phone,Medium,248,1875,0.132266667,No,28,No
Curtis Estes,"6735 Waters Lock Suite 016,Bennettshire, KS 31941",Pruitt Inc,Phone,Medium,201,1875,0.1072,No,28,No
Vanessa Cross DDS,"70976 Rogers Harbors,Lake Yolanda, AR 08346","Sanchez, Miller and Potter",Medical,High,1724,14390,0.11980542,No,19,Yes
Andre Andersen,"24553 Hill Brooks,West Nicole, MO 55350","Wells, Duffy and Thomas",Travel,Low,457,4794,0.095327493,No,18,Yes
Trevor Harris,"866 Chapman Knoll,Reevesberg, MI 58315",Smith-Turner,Travel,Low,500,4794,0.104297038,No,21,Yes
Shannon Anderson,"USS Moreno,FPO AA 56947","Fields, Sanders and Mercer",Medical,High,1350,14390,0.093815149,No,22,Yes
Vernon Garcia,"9490 Rachel Glens Apt. 590,Michaelbury, AL 90589",Rivers-Spencer,Phone,Medium,269,1875,0.143466667,No,28,No
Wesley White,"8899 Barrett River,Rachelstad, VT 44389",Hodges-Lewis,Medical,High,1570,14390,0.109103544,No,24,Yes
Lori Adams,"22341 Mason Roads,Morrisonstad, MT 38981",Morgan-Liu,Phone,Medium,267,1875,0.1424,No,18,Yes
Mr. Richard Campbell,"36017 Janice Landing,West Keith, KS 51362",Castillo Ltd,Phone,Medium,230,1875,0.122666667,No,21,Yes
Tara Ramos,"7518 Julie Extensions Apt. 451,Davidhaven, HI 00983",Larsen-Knight,Medical,High,1318,14390,0.091591383,No,28,No
Thomas Miller,"5041 Young Circle Suite 951,Dennisshire, NM 02242",Williams and Sons,Medical,High,1746,14390,0.12133426,No,23,Yes
Anthony Meyers,"USNS Adams,FPO AE 56191","Allen, Nelson and Rice",Medical,High,1714,14390,0.119110493,No,28,No
Kathy Adams,"46174 Gutierrez Track Apt. 337,West Shawnfort, CA 67405",Baker-Carter,Travel,Low,480,4794,0.100125156,No,28,No
Virginia Smith,"16905 Torres Rapids,North Gregoryville, NM 74601",Newman-Fisher,Medical,High,1626,14390,0.112995136,No,28,No
Timothy Evans,"186 James Island,North Sara, AR 96211","Orr, Gibson and Gutierrez",Medical,High,1310,14390,0.091035441,No,23,Yes
Connor Lewis,"384 Castaneda Rue Suite 904,North Rebeccachester, IA 98274","Fitzgerald, Martinez and Swanson",Medical,High,1526,14390,0.106045865,No,28,No
Mary Moreno,"924 Burgess Streets Apt. 178,North Dana, MT 36134",Gilbert-Wilson,Travel,Low,883,4794,0.184188569,No,20,Yes
Christine Murphy,"88442 Amanda Shores,South Andrewchester, SC 09851",West and Sons,Other,Very low,16,399,0.040100251,Yes,26,No
Eric Brown,"79202 Mackenzie Alley,New Todd, NC 78450",Howard and Sons,Travel,Low,409,4794,0.085314977,No,18,Yes
Lucas Martin,"PSC 8981, Box 9616,APO AE 83504",Ward PLC,Travel,Low,647,4794,0.134960367,No,20,Yes
Michael Stewart,"675 Scott Route,Philipview, IL 48625",Carpenter-Bean,Other,Very low,94,399,0.235588972,No,27,No
Mrs. Alexandra Durham,"Unit 3926 Box 4517,DPO AA 45209",Martinez-Henry,Medical,High,1932,14390,0.134259903,No,22,Yes
Donald Crawford,"USNS Smith,FPO AA 20211",Patel PLC,Phone,Medium,241,1875,0.128533333,No,22,Yes
John Davis,"PSC 3384, Box 9112,APO AE 59444",Campbell-Roberts,Travel,Low,458,4794,0.095536087,No,21,Yes
Steven Gray,"5691 Andre Club,Garciafurt, MO 99182",Barron LLC,Medical,High,2118,14390,0.147185546,No,25,No
John Johnson,"782 Armstrong Fork,Lake Stephanieside, CA 09869",Kim-Gordon,Medical,High,1645,14390,0.114315497,No,28,No
John Heath,"738 Johnson Ferry Apt. 724,Graychester, NE 61055",Mcdonald-Adams,Medical,High,1857,14390,0.12904795,No,21,Yes
Pamela Roberts,"698 Tiffany Shores,North Josephport, CO 83768","Ramirez, Martin and Crawford",Other,Very low,7,399,0.01754386,Yes,28,No
David Flores,"04117 Teresa Green,East Gregory, HI 55444",Richardson Ltd,Travel,Low,608,4794,0.126825198,No,26,No
Jennifer Reyes,"1573 John Rue Suite 093,New Kathleen, KS 16711","Singh, Campbell and Murphy",Medical,High,1464,14390,0.101737318,No,20,Yes
Erica Walker,"23311 Silva Court Apt. 513,South Thomas, AR 55764",Hall-Hill,Other,Very low,16,399,0.040100251,Yes,24,Yes
Daniel Page,"69374 Powell Vista,Westborough, OK 11181",Brown LLC,Medical,High,2292,14390,0.159277276,No,27,No
Joshua Woodard,"Unit 0201 Box 1446,DPO AA 82007","Pennington, Roy and Brennan",Medical,High,1747,14390,0.121403753,No,19,Yes
Patrick Morris,"Unit 5194 Box 1102,DPO AP 82129",Nguyen-Bradley,Medical,High,1845,14390,0.128214038,No,27,No
Matthew Howell,"92402 Zachary Motorway,New Zachary, DC 28205",Williams-Beard,Medical,High,1687,14390,0.11723419,No,28,No
Kristen Jones,"8814 Robert Knoll,West Ambermouth, SC 65095","Rollins, Morales and Butler",Other,Very low,19,399,0.047619048,Yes,21,Yes
Jennifer Mckenzie,"595 Martinez Common,New Tracy, SD 24072",Bell-Jones,Other,Very low,24,399,0.060150376,No,27,No
Joshua Rodriguez,"535 Samuel Via Suite 123,Marcborough, KY 75409",Cardenas LLC,Medical,High,1578,14390,0.109659486,No,20,Yes
Brad Williams,"Unit 6249 Box 1753,DPO AE 45766","Beasley, Freeman and Carr",Travel,Low,699,4794,0.145807259,No,20,Yes
Lisa Hernandez,"30011 Wilson Terrace Apt. 591,East Jamesborough, WY 12532",Fernandez-Rivera,Medical,High,2078,14390,0.144405837,No,19,Yes
Linda Garcia,"44571 Teresa Fields Apt. 025,West Denise, OK 20883",Newman-Robertson,Other,Very low,40,399,0.100250627,No,26,No
Donna Moore,"58453 Cruz Terrace Suite 978,Timothymouth, ME 71847","Clark, Mendoza and Simmons",Medical,High,1794,14390,0.12466991,No,23,Yes
Cody Gentry,"06724 Woods Parkway,Coxborough, KY 97567","Wright, Elliott and Frost",Other,Very low,68,399,0.170426065,No,18,Yes
Robin Morris,"444 Brianna Parks,New Rachel, IA 63851",Bruce-Gould,Medical,High,1416,14390,0.098401668,No,22,Yes
Michael Hernandez,"4780 Daniel Path,Cynthiamouth, WV 11273",Wu Group,Medical,High,1499,14390,0.104169562,No,22,Yes
Michelle Patel,"106 Kyle Hollow,Alexfort, RI 02012",Carr-Wright,Medical,High,2092,14390,0.145378735,No,21,Yes
Hannah Townsend,"2843 Stephanie Spur,Liuborough, MN 00988",Ross-Phillips,Phone,Medium,219,1875,0.1168,No,25,No
Scott Pope,"5019 Mcgee Roads Apt. 086,Amyshire, WV 91079","Duarte, Smith and Hamilton",Phone,Medium,222,1875,0.1184,No,23,Yes
Michael Pugh,"493 Garcia Parkways,Port Jasonfurt, TN 11417",Smith Inc,Medical,High,1401,14390,0.097359277,No,24,Yes
Stephanie Diaz,"520 Kathy Trail,Myersberg, SC 93322",Wallace Ltd,Medical,High,1329,14390,0.092355803,No,18,Yes
Elizabeth Turner,"711 Mcdonald Stream,Rodriguezstad, NH 14710",Warren-Bryant,Medical,High,1722,14390,0.119666435,No,20,Yes
Alan Daniels,"Unit 1377 Box 2427,DPO AE 11863",Wilson Ltd,Medical,High,1643,14390,0.114176511,No,27,No
Chris Rice,"9657 Johnson Vista,East Josetown, UT 33123",Austin and Sons,Medical,High,1461,14390,0.101528839,No,28,No
Carolyn Potts,"PSC 2388, Box 6051,APO AA 16890",Garza LLC,Phone,Medium,212,1875,0.113066667,No,20,Yes
Grant Garcia,"0587 Jones Fort Suite 644,East Alyssa, LA 90600","Martin, Williams and Hardy",Medical,High,2137,14390,0.148505907,No,25,No
Craig Pena,"PSC 1970, Box 6104,APO AE 63250","Knight, Guzman and Kelly",Travel,Low,487,4794,0.101585315,No,24,Yes
Linda Matthews,"98762 Shannon Villages Suite 094,Port Maryside, MS 52543",Freeman Group,Medical,High,1515,14390,0.105281445,No,24,Yes
Katelyn Jackson,"2020 Steven Groves,Shafferhaven, ND 73045",Williams-Christian,Other,Very low,72,399,0.180451128,No,21,Yes
